"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,820260,303300,73300,1196860,17.984,971691,81.2,275060,19.475,0.818,3.25,3.895,3.998,6.501,7.953,8.187,11.48,9.174
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,147735,47600,12600,207935,3.124,158422,76.2,51485,3.175,11.506,3.873,4.545,4.648,26.926,25.976,25.785,11.917,13.331
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,144815,36600,12700,194115,2.917,140785,72.5,45877,2.822,35.852,4.503,5.091,5.18,47.583,41.097,40.181,13.819,31.42
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,76410,41900,6500,124810,1.875,89104,71.4,24786,1.786,-24.043,2.116,2.513,2.574,-30.662,-30.345,-30.347,7.606,-27.669
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,167280,78000,14300,259580,3.9,186871,72,57004,3.745,-14.95,2.62,3.047,3.121,-14.142,-15.556,-15.551,8.588,-18.327
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,70935,20800,5900,97635,1.467,70233,71.9,21681,1.408,19.467,3.719,4.324,4.419,21.9,19.855,19.594,12.049,14.585
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,324975,85800,27300,438075,6.582,325296,74.3,105946,6.52,30.423,4.424,5.062,5.163,44.983,40.31,39.708,13.583,29.174
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,215145,73300,18600,307045,4.614,212233,69.1,73939,4.254,7.044,3.615,4.299,4.407,18.483,19.152,19.272,10.377,-1.313
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,735380,278900,63400,1077680,16.193,809732,75.1,212427,16.229,-1.244,2.73,3.252,3.334,-10.52,-9.857,-9.78,10.407,-1.026
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,395650,181300,31700,608650,9.145,436903,71.8,124344,8.756,-14.191,2.459,2.913,2.985,-19.42,-19.274,-19.233,8.639,-17.842
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,129365,38100,10900,178365,2.68,135670,76.1,47250,2.719,19.54,4.441,5.185,5.307,45.542,43.724,43.628,12.751,21.264
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,268045,96900,19900,384845,5.783,289261,75.2,77121,5.797,1.556,2.854,3.264,3.326,-6.451,-9.526,-9.989,10.706,1.817
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,36335,11400,2700,50435,0.758,38243,75.8,11595,0.766,12.438,3.624,4.282,4.384,18.785,18.683,18.63,11.954,13.685
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,598965,243100,51300,893365,13.424,694100,77.7,183217,13.911,-6.05,2.702,3.217,3.295,-11.434,-10.84,-10.821,10.238,-2.639
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,148145,54100,13400,215645,3.24,151449,70.2,51633,3.035,1.735,3.417,4.172,4.293,11.973,15.648,16.171,10.021,-4.695
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,69765,23600,5900,99265,1.492,74743,75.3,24805,1.498,7.074,3.752,4.486,4.602,22.951,24.34,24.532,11.304,7.504
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,208080,79600,16000,303680,4.563,189949,62.5,55272,3.807,-2.499,2.489,2.912,2.978,-18.421,-19.29,-19.423,8.554,-18.647
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3100,600,9190,0.138,8262,89.9,2443,0.166,-21.984,2.901,3.693,3.818,-4.912,2.35,3.327,9.812,-6.686
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3100,600,8020,0.121,6558,81.8,1953,0.131,-34.507,2.243,2.951,3.059,-26.493,-18.203,-17.231,7.531,-28.376
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4567095,1700500,387600,6655195,100,4989505,74.972,1447838,100,0,3.051,3.608,3.695,0,0,0,10.515,0
